-1, 22, -21, 16649, -16649, 2, -6, -16649, -15, -17, -8, 2, 33343
-19979, -9992, 9990, 19979, 9986, 19979, 9987, -19979, 9991, -9991, 9989, 9991, 39963
33299, 2, -33299, 33297, -33299, 1, -33299, 33296, 33299, 33297, 33299, -33299, 99897
-1, -19979, 19977, -19979, -19979, -19973, 19979, -19979, 19978, 2, -2, -19979, 99892
2, 24974, -24974, -5, -24974, -24974, 4, -24974, 2, 24974, 24974, -1, 99896
-19979, -13, 15, 19979, 3, 19979, 15, -17, 14, 5, -5, -4, 19999
-1, 24974, 24974, 24974, -24971, 24971, -1, 24974, 24973, -24974, 24974, -24974, 49947
19979, 19979, 19976, -4, 19979, -19979, 19978, -19966, 19975, 13, 5, 3, 19970
-33299, -22200, 11100, -33298, -33299, 33299, -11100, 33299, -22200, 33299, -11100, -33299, 166496
19979, 12, 19979, 19979, -14, 2, -8, -15, 15, -1, 4, -8, 30
-1, -19979, -7, -19979, -7, -2, 19979, -19979, -6, -19979, 2, -2, 79933
-1, -39, -16649, -39, -35, 7, -33, 16649, -39, -7, 7, -5, 16807
2, -24974, -10, -10, -6, 3, -9, -24974, 24974, 24974, 24974, -6, 49977
19979, -3, 8, 19979, 19979, -19979, 7, -19979, 8, -2, -1, 2, 39955
-1, -24972, -24974, 24974, -24974, -24974, 24973, -24974, 24970, 24974, 24974, -2, 99897
-1, 24974, -24974, -24974, 24973, -12488, -24974, -12486, -12490, 12484, -24974, -24974, 137361
1, -24971, -24974, -24972, -2, 24974, 24974, -24970, 24972, -24974, 24974, 24974, 99889
19979, 19971, -19976, 19977, 19975, 2, 9989, -19977, -1, -3, -9989, 19977, 29968
2496, 19979, 17482, -19979, -19978, -19979, -14984, 19978, 9990, -4995, -9990, -2497, 72423
2, -9, 19979, 19979, 19979, 4, -8, -1, -10, -3, 19979, -19979, 19999
-19979, -21, 18, -19979, -12, -12, 22, -18, -19979, -6, -2, 3, 59984
24974, -12486, 24974, -12486, -24974, 24974, 12487, 24974, -24974, -24974, -1, -24972, 99893
-3330, -3327, -16649, -3329, -16649, 3331, 13319, 13318, 13320, 13322, -3331, 16649, 29966
8, 16649, -16649, 16649, -16638, -2, 4, -16644, -16645, -16649, -4, -1, 66586
33299, -33299, -4, 33299, 33299, -1, 2, -2, 33299, -3, 33299, -33299, 66603
8325, 16645, 16649, 16646, 16649, 16649, -8329, 3, 8325, -1, -8318, -1, 0
4, 6, -24974, 24974, 24974, -2, 7, 4, -7, 24974, -1, -24974, 49950
1, -11, -7, 19979, 12, 19979, -19979, 19979, -12, 2, 7, -2, 19998
1, -19979, -9, 16, 17, 19979, -19979, 14, -17, 2, 9, 4, 39966
-5549, -16649, -11100, -16649, -11101, -11101, -5548, 16649, -16649, -11101, -11101, -5551, 105450
-5, -4, -5, -4, -5, -2, -16649, 16649, -1, 2, -5, 5, 16674
24972, 12487, 24974, -12485, 24973, 24974, 24974, -12487, -24974, -24974, 24974, 1, 49946
16650, -33299, 33299, 33299, 16651, -33299, 16648, -33299, -16650, 33299, 33299, -33298, 116546
19979, -3, -7, 19979, -9, -19979, -19979, -10, -19979, -1, 2, 4, 59956
24974, 12486, 24974, 12486, -24974, -24974, 12487, 24974, -24974, 24974, -1, 24972, 49949
-1, 19979, -19969, -19975, 19976, -19979, -19979, 19973, -19976, 2, 8, 4, 79902
0, -19979, -19979, 19979, -9991, 1, 19979, 19978, 9988, -19979, 9989, -19979, 69928
2, 15, -7, -15, -19979, -2, 19979, 7, -8, 10, 1, 19979, 19995
3, 16649, -9, 32, 27, -13, 31, -4, 32, -9, 31, 16649, 0
19979, -9, -19979, -9, -2, -2, -4, 19979, 8, -3, 19979, 19979, 19996
-1, -2, 10, -2, -11, -4, 14, 16649, 16649, 18, 16649, 10, 0
16649, -5, 17, -9, 17, 1, -16649, 16649, -16649, 1, 13, 1, 33294
2, -5126, 3419, -5126, 16649, -1703, 3426, 16649, 5127, 3, -1710, -1710, 10246
2, 24974, 24974, -24974, -24974, -2, 5, 4, -5, -24974, -1, -24974, 99898
-24974, 4, 3, -5, -24974, -24974, 2, -24974, -24974, 24974, -1, -24974, 149843
2, -24974, 24974, 24974, -4, 2, 24974, 4, -5, 24974, 1, 24974, 24977
12, -4, -19979, 8, 19979, 1, -8, -15, -14, 2, -19979, -19979, 59962
2774, -1, 8325, 2774, 16649, 2773, 13875, 16649, 13876, 16649, -8324, -8324, 0
-19979, 10, -12, -19979, 9, -3, 19979, -19979, -5, 6, 19979, -10, 59952
-19979, 19979, 19979, -11, 19979, 7, -16, 17, 7, 2, 19979, 1, 19988
-8323, 16651, 24974, -24974, 24974, -8324, -16650, -24974, -24973, -8326, -24974, 24974, 116544
-5548, 16649, -11103, 11101, 16648, -1, 5546, -16649, 16649, 2, -5548, 16649, 22200
24974, 4, -5, -4, -24974, -24974, -4, -24974, 24974, 2, 2, 1, 74929
1, 24972, -24971, 24971, -24974, -24974, 2, -24974, 24970, -24974, -24974, -24974, 149841
9989, -19979, 19979, 9988, -9991, 9991, -9991, -9989, -9990, 9991, -9991, 19979, 49952
24974, -24974, -24974, -24974, 24974, 1, -24974, -24973, -24974, -1, -24974, 1, 149844
24974, -24974, -5, 24974, -4, 24974, -4, -5, 24974, 2, -2, 1, 24988
24974, 16651, 24974, 16650, -8326, 24974, -24974, 8323, -8324, 24974, -16651, -24974, 58275
-11, -33, -16649, -33, -43, -11, -42, 16649, -43, 11, 9, -1, 16822
3, -16, -16649, -14, -5, 16, -1, 16649, -16, 16, -16, -12, 16712
1, 19979, 19979, -19979, -19979, 19979, 19979, -19976, 19978, -19973, -3, 1, 59931
-19979, 11984, -8, 11984, 11987, 11980, -11987, 11986, 11987, -4, 1, 2, 19990
-33296, 33299, 2, 1, -33299, -33299, -33297, -33298, -33299, 33299, 33299, -33299, 199788
-2, -5, 4, -5, -5, -1, -2, 24974, 5, -24974, 24974, -24974, 49962
1, -15, 19979, 15, -16, -19979, -13, 16, 8, -4, -9, 2, 20019
19979, -1, 19979, 19979, 9981, 19979, 9997, 9996, -19979, -9997, 9982, -19976, 29975
-19979, 19977, 9987, 19979, -9992, -9988, 19978, -9991, -19977, -9992, -1, -2, 59943
-19979, -19979, 19976, -19979, 9992, 19979, 19979, 19979, -9986, 9988, 1, -3, 49947
19979, -7, -19979, -7, 9, 4, -9, 19979, 9, 3, 1, 1, 19992
19979, -19979, 11, -8, -10, 2, -19979, -11, 19979, -1, -4, 4, 39980
-2, 16649, 28, 16649, 16649, 1, 31, 4, 16649, -8, -11, -11, 0
-6, -1, 24974, 2, 4, -24974, 24974, -5, -24974, -24974, -24974, -3, 99904
-24974, -2, -24974, -3, -24974, 1, -24974, 2, 3, 3, 24974, -24974, 124870
2, 24974, -5, -5, 4, -2, -24974, -24974, 24974, 24974, -24974, 1, 74928
16649, -20, 20, -20, 17, -19, -2, 16649, -5, 4, 1, -4, 49
22, 16, -16649, 6, -16649, -1, 4, 25, 16649, 20, -22, 16649, 33295
1, 33299, -33299, -33299, 33299, -1, 2, 33299, 33299, -33299, -33299, 33299, 133194
19979, -9986, 19979, -19979, -9988, 9987, -19979, -19979, 19974, -1, 9989, 9990, 59937
1, 12, 13, -19979, -7, 3, -13, -19979, -19979, 2, 7, -19979, 79922
-12487, 24974, -12487, 12488, -24974, 24974, 24974, 24974, -12488, 24974, -24974, 12486, 62436
-1, -24974, -5, 3, 5, -1, -24974, -24974, 24974, -24974, 24974, -3, 99900
-24974, 6, 24974, 4, -24974, 24974, 5, 2, -7, 24974, 1, 4, 49947
-12, 23, -8, 23, -4, -1, 15, 16649, 24, 2, 21, 16649, 0
-7, -19979, -19979, -11, 13, -1, 19979, -11, 7, 1, 3, 19979, 39974
-3330, -19979, 19979, 19979, -16649, 19979, 19979, -13320, 19978, -6660, -6660, 3328, 46619
-19979, 19979, 19979, 19979, -4995, -19979, 14984, 4994, -14985, -19979, 4994, 4995, 59938
-2, 1, 4, 1, -24974, -4, -24974, 24974, 3, 24974, -24974, -24974, 99897
-1, -9991, -19978, 9991, 4995, -19979, 19979, 19978, -19979, 9989, 4993, -14984, 64933
-33297, -1, 33299, -33299, -33298, 33299, -33297, -33299, -33299, -33299, -33299, -33299, 266388
-19979, 8, -19979, 8, 11, -5, -11, 19979, 11, 4, -1, -1, 39964
-19979, 19979, 12, -4, 2, 19979, 10, -19979, 12, -5, 3, -9, 39961
1, -20, 7, 20, -20, 1, 14, 20, -10, -19979, -11, -19979, 39998
-33299, 33299, 33299, -33299, 16649, -33299, -33299, -16649, 16649, 33299, 16650, -33299, 149845
1, -24974, -8, -8, -5, 2, -7, -8, 24974, -24974, -24974, -5, 74954
-1, -18, 19979, 19979, -10, -3, -19, -10, -19979, 3, -10, 19979, 20030
-19979, 13320, -19979, 13320, -1, 6658, -6660, 19979, 19979, -6659, 19979, 19979, 33299
-24974, -24974, 5, 24974, -7, -3, -24974, -5, 3, 1, 24974, 24974, 74929
19979, 19979, -19979, -7, -10, 19979, -4, -5, -19979, 7, 1, 2, 39973
1, -19977, -19979, 19979, 19978, 19979, -19979, 19979, -19978, 19973, -2, 2, 59936
2, -24974, -9, 4, 24974, -1, -24974, -24974, 4, 24974, -24974, -6, 99902
